isRefactor,totalRefactors,dok0.004AuthorPreCommit,dok0.004AuthorPostCommit,dok0.004Sum,dok0.004Avg,revision,age,authors,totalAuthors,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions,isSZZBugIntroducer
False,0.0,0.8804,0.8941,0.9157,0.3052,6.0,2347154.0,3.0,3.0,261.0,44.0,0.16858238,0.6201,0.6877,2.0,True
False,0.0,0.7113,0.7121,0.7293,0.2431,7.0,7336399.0,3.0,3.0,260.0,2.0,0.0076923077,0.6659,0.6466,2.0,True
False,0.0,,0.0037,0.6537,0.1634,8.0,9685510.0,4.0,4.0,260.0,1.0,0.0038461538,0.7296,0.6435,2.0,False
False,0.0,,0.0073,0.5992,0.1198,9.0,11668944.0,5.0,5.0,260.0,2.0,0.0076923077,0.7544,0.6715,2.0,False
False,0.0,0.0071,0.075,0.4922,0.0984,10.0,17621567.0,5.0,5.0,262.0,27.0,0.103053436,0.8179,0.5178,1.0,True
False,0.0,,0.0245,0.3785,0.0631,11.0,24191890.0,6.0,6.0,266.0,4.0,0.015037594,0.7975,0.526,1.0,True
False,0.0,0.0232,0.0594,0.382,0.0637,12.0,25333535.0,6.0,6.0,273.0,7.0,0.025641026,0.7809,0.5457,1.0,True
False,0.0,,0.0541,0.4129,0.059,13.0,25490177.0,7.0,7.0,284.0,11.0,0.038732395,0.785,0.5576,,False
False,0.0,0.0541,0.1027,0.4431,0.0633,14.0,25495618.0,7.0,7.0,295.0,11.0,0.037288137,0.788,0.5671,,False
False,0.0,,0.0293,0.3972,0.0496,15.0,28866805.0,8.0,8.0,303.0,8.0,0.026402641,0.7541,0.5971,1.0,True
False,0.0,0.075,0.091,0.3606,0.0451,16.0,31635560.0,8.0,8.0,306.0,3.0,0.009803922,0.7478,0.604,1.0,False
False,0.0,,0.2245,0.5027,0.0628,17.0,32047349.0,8.0,9.0,368.0,78.0,0.21195652,0.7831,0.5917,2.0,True
False,0.0,0.0717,0.0699,0.5018,0.0627,18.0,32067702.0,8.0,9.0,365.0,3.0,0.008219178,0.7842,0.5936,2.0,False
False,0.0,,0.0046,0.4655,0.0517,19.0,33819905.0,9.0,10.0,366.0,1.0,0.0027322404,0.7934,0.579,2.0,True
False,0.0,,0.0507,0.4926,0.0493,20.0,33831767.0,10.0,11.0,386.0,20.0,0.051813472,0.7951,0.5828,4.0,True
False,0.0,,0.0237,0.5033,0.0458,21.0,33868823.0,11.0,12.0,394.0,8.0,0.020304568,0.7974,0.5875,4.0,True
False,0.0,0.0256,0.0715,0.5266,0.0479,22.0,33874628.0,11.0,12.0,409.0,15.0,0.036674816,0.8,0.5938,4.0,True
False,0.0,0.0157,0.0831,0.5283,0.048,23.0,34662737.0,11.0,12.0,417.0,34.0,0.08153477,0.8019,0.6001,4.0,True
False,0.0,0.0127,0.0282,0.3812,0.0347,24.0,42268471.0,11.0,12.0,422.0,5.0,0.011848342,0.7816,0.5311,4.0,True
False,0.0,0.0009,0.0182,0.3604,0.0328,25.0,44167194.0,11.0,12.0,429.0,7.0,0.016317016,0.7852,0.5721,4.0,True
False,0.0,0.0507,0.058,0.3573,0.0325,26.0,44671776.0,11.0,12.0,431.0,2.0,0.004640371,0.7806,0.5662,4.0,False
False,0.0,0.0001,0.1322,0.2991,0.0272,27.0,58074501.0,11.0,12.0,470.0,43.0,0.09148936,0.6911,0.672,4.0,True
False,0.0,0.1163,0.1298,0.2739,0.0249,28.0,60917390.0,11.0,12.0,474.0,6.0,0.012658228,0.7134,0.7149,4.0,False
False,0.0,0.0044,0.0253,0.1863,0.0169,29.0,71352659.0,11.0,12.0,484.0,10.0,0.020661157,0.642,0.69,4.0,True
False,0.0,0.0329,0.033,0.0785,0.0071,30.0,89958294.0,11.0,12.0,483.0,1.0,0.0020703934,0.6307,0.6182,4.0,False
False,0.0,,0.4376,0.4653,0.0388,31.0,96765547.0,12.0,13.0,662.0,382.0,0.5770393,0.7719,0.4873,9.0,True
False,0.0,0.0007,0.0341,0.4806,0.0401,32.0,96943039.0,12.0,13.0,683.0,23.0,0.033674963,0.7787,0.5157,9.0,True
False,0.0,0.0309,0.0462,0.4437,0.037,33.0,99118762.0,12.0,13.0,694.0,11.0,0.015850144,0.7901,0.502,9.0,True
False,0.0,,0.0112,0.3075,0.0237,34.0,107581103.0,13.0,14.0,701.0,7.0,0.009985735,0.8211,0.6352,9.0,True
False,0.0,0.2421,0.2466,0.3002,0.0231,35.0,108334631.0,13.0,14.0,701.0,4.0,0.0057061343,0.8178,0.6438,9.0,False
False,0.0,0.0031,0.012,0.2032,0.0156,36.0,117495588.0,13.0,14.0,705.0,5.0,0.0070921984,0.7441,0.6618,9.0,False
False,0.0,0.012,0.0131,0.2043,0.0157,37.0,117501366.0,13.0,14.0,705.0,1.0,0.0014184397,0.732,0.6613,9.0,False
False,0.0,0.009,0.0093,0.1401,0.0108,38.0,125635825.0,13.0,14.0,705.0,1.0,0.0014184397,0.6734,0.6873,9.0,False
False,0.0,,0.0055,0.1257,0.009,39.0,128821708.0,14.0,15.0,708.0,3.0,0.004237288,0.6221,0.7335,9.0,False
False,0.0,0.0905,0.0952,0.1259,0.009,40.0,129524265.0,14.0,15.0,705.0,9.0,0.012765957,0.6079,0.7337,9.0,False
False,0.0,0.0052,0.0203,0.0976,0.007,41.0,138344611.0,14.0,15.0,715.0,10.0,0.013986014,0.4918,0.7655,9.0,False
False,0.0,0.0465,0.0517,0.0778,0.0056,42.0,144714835.0,14.0,15.0,718.0,3.0,0.004178273,0.3682,0.7805,9.0,False
False,0.0,0.0132,0.0238,0.0777,0.0056,43.0,147668725.0,14.0,15.0,725.0,7.0,0.009655172,0.2714,0.7726,9.0,False
False,0.0,,,0.0657,0.0047,44.0,151277559.0,14.0,16.0,721.0,4.0,0.0055478504,0.3195,0.7473,9.0,False
False,0.0,0.0194,0.0195,0.0635,0.0045,45.0,151910442.0,14.0,16.0,714.0,7.0,0.009803922,0.4525,0.754,9.0,False
False,0.0,,,0.0534,0.0038,46.0,155431429.0,14.0,17.0,712.0,2.0,0.0028089888,0.5216,0.7386,9.0,False
False,0.0,0.0154,0.0163,0.0503,0.0036,47.0,157073670.0,14.0,17.0,712.0,1.0,0.0014044944,0.5448,0.7387,9.0,False
False,0.0,,0.0022,0.0483,0.0032,48.0,158906899.0,15.0,18.0,713.0,1.0,0.0014025245,0.6098,0.7544,9.0,False
False,0.0,,0.015,0.0462,0.0029,49.0,167964067.0,16.0,19.0,724.0,11.0,0.01519337,0.7086,0.7348,9.0,True
False,0.0,0.0159,0.0232,0.0516,0.0032,50.0,168767022.0,16.0,19.0,728.0,4.0,0.0054945056,0.7129,0.7357,9.0,False
False,0.0,0.006,0.0103,0.0355,0.0022,51.0,177825370.0,16.0,19.0,728.0,4.0,0.0054945056,0.542,0.7896,9.0,False
False,0.0,0.0103,0.0186,0.0436,0.0027,52.0,177892808.0,16.0,19.0,734.0,6.0,0.008174387,0.5359,0.7921,9.0,False
False,0.0,0.0133,0.0185,0.0363,0.0023,53.0,185072303.0,16.0,19.0,736.0,3.0,0.004076087,0.5457,0.7614,9.0,False
False,0.0,0.0084,0.0298,0.0378,0.0024,54.0,201994881.0,16.0,19.0,753.0,18.0,0.023904383,0.3812,0.7774,9.0,False
False,0.0,,0.0071,0.0368,0.0022,55.0,207031985.0,17.0,19.0,757.0,4.0,0.005284016,0.3452,0.7431,9.0,False
False,0.0,0.0002,0.0103,0.0431,0.0025,56.0,209180022.0,17.0,19.0,763.0,6.0,0.007863696,0.374,0.7309,9.0,False
False,0.0,,0.0178,0.0526,0.0029,57.0,213483125.0,18.0,20.0,778.0,15.0,0.019280206,0.4338,0.7359,9.0,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,6.0,1.0,0.8287,0.5849,,True
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,27.0,27.0,1.0,0.7835,0.5071,1.0,True
False,0.0,,,0.8761,0.8761,1.0,2915346.0,1.0,2.0,26.0,1.0,0.03846154,0.8206,0.5629,1.0,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,122.0,122.0,1.0,0.7171,0.7372,0.0,True
False,0.0,1.0,1.0,1.0,1.0,1.0,8198.0,1.0,1.0,122.0,2.0,0.016393442,0.7072,0.7326,0.0,False
False,0.0,1.0,1.0,1.0,1.0,2.0,75839.0,1.0,1.0,122.0,2.0,0.016393442,0.7072,0.7326,0.0,False
False,0.0,,0.0465,0.9811,0.4905,3.0,507273.0,2.0,2.0,126.0,4.0,0.031746034,0.7086,0.7348,0.0,True
False,0.0,0.9197,0.9194,0.9655,0.4827,4.0,857799.0,2.0,2.0,125.0,1.0,0.008,0.7153,0.7352,0.0,False
False,0.0,0.7895,0.806,0.8382,0.4191,5.0,4123066.0,2.0,2.0,126.0,7.0,0.055555556,0.6963,0.7382,0.0,True
False,0.0,0.5665,0.5883,0.6097,0.3048,6.0,11749392.0,2.0,2.0,130.0,4.0,0.03076923,0.6024,0.7451,0.0,False
False,0.0,,0.028,0.1905,0.0635,7.0,39575191.0,3.0,3.0,132.0,2.0,0.015151516,0.3452,0.7431,0.0,False
False,0.0,,0.0272,0.1649,0.0412,8.0,46026331.0,4.0,4.0,134.0,2.0,0.014925373,0.4338,0.7359,0.0,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.8037,0.5266,,False
False,0.0,,,0.9723,0.9723,1.0,651865.0,1.0,2.0,0.0,5.0,inf,0.8144,0.5455,,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,205.0,205.0,1.0,0.8287,0.5849,,True
False,0.0,,,0.8184,0.8184,1.0,4396498.0,1.0,2.0,204.0,1.0,0.004901961,0.8246,0.6197,,False
False,0.0,,0.0376,0.8065,0.4033,2.0,4915520.0,2.0,3.0,210.0,6.0,0.028571429,0.8216,0.6272,,True
False,0.0,,,0.7874,0.3937,3.0,5440998.0,2.0,4.0,209.0,1.0,0.004784689,0.8198,0.637,,False
False,0.0,,,0.7446,0.3723,4.0,6630707.0,2.0,5.0,207.0,2.0,0.009661836,0.8197,0.6533,,True
False,0.0,0.0221,0.0796,0.4968,0.2484,5.0,16735623.0,2.0,5.0,205.0,17.0,0.08292683,0.6424,0.6767,,True
False,0.0,,0.0144,0.3644,0.1215,6.0,24014069.0,3.0,5.0,205.0,3.0,0.014634146,0.6266,0.7268,,True
False,0.0,0.0194,0.0465,0.1468,0.0489,7.0,47152820.0,3.0,5.0,206.0,5.0,0.024271844,0.3046,0.7689,,True
False,0.0,,0.019,0.1485,0.0371,8.0,49423753.0,4.0,6.0,205.0,5.0,0.024390243,0.3347,0.7533,,False
False,0.0,0.0116,0.0337,0.0622,0.0155,9.0,76282587.0,4.0,6.0,205.0,5.0,0.024390243,0.6121,0.7463,,False
False,0.0,0.0305,0.04,0.0654,0.0163,10.0,78517040.0,4.0,6.0,204.0,3.0,0.014705882,0.6092,0.7386,,False
False,0.0,0.0344,0.048,0.0695,0.0174,11.0,81738381.0,4.0,6.0,206.0,2.0,0.009708738,0.5338,0.7557,,False
False,0.0,,0.0093,0.0768,0.0154,12.0,82181017.0,5.0,6.0,207.0,1.0,0.004830918,0.5417,0.7599,,False
False,0.0,0.0461,0.0521,0.0819,0.0164,13.0,82424088.0,5.0,6.0,207.0,3.0,0.014492754,0.5452,0.7595,,False
False,0.0,0.0493,0.054,0.0821,0.0164,14.0,83624610.0,5.0,6.0,207.0,1.0,0.004830918,0.5496,0.7519,,False
False,0.0,0.0002,0.0095,0.0731,0.0146,15.0,88991043.0,5.0,6.0,207.0,2.0,0.009661836,0.5325,0.7752,,True
False,0.0,0.0131,0.0312,0.09,0.018,16.0,89087535.0,5.0,6.0,209.0,3.0,0.014354067,0.5457,0.7759,,True
False,0.0,0.0383,0.0475,0.0843,0.0169,17.0,90706969.0,5.0,6.0,209.0,2.0,0.009569378,0.5496,0.7722,,False
False,0.0,0.006,0.0061,0.0776,0.0155,18.0,91338528.0,5.0,6.0,208.0,1.0,0.0048076925,0.43,0.8245,,False
False,0.0,0.017,0.0216,0.0361,0.0072,19.0,110836725.0,5.0,6.0,208.0,1.0,0.0048076925,0.4108,0.731,,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,0.8037,0.5266,4.0,False
False,0.0,,,0.9723,0.9723,1.0,651865.0,1.0,2.0,0.0,50.0,inf,0.8144,0.5455,,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,10.0,1.0,0.7835,0.5071,,True
False,0.0,,,0.9417,0.9417,1.0,1366770.0,1.0,2.0,0.0,10.0,inf,0.8117,0.5427,,True
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.8287,0.5849,,True
False,0.0,,0.1667,0.8487,0.4243,1.0,4396498.0,2.0,2.0,5.0,1.0,0.2,0.8246,0.6197,,False
False,0.0,,,0.816,0.408,2.0,5247444.0,2.0,3.0,5.0,1.0,0.2,0.8206,0.633,,False
False,0.0,,0.1667,0.5589,0.2795,3.0,16324335.0,2.0,4.0,5.0,1.0,0.2,0.6951,0.6859,,True
False,0.0,,,0.5574,0.2787,4.0,16393115.0,2.0,4.0,5.0,1.0,0.2,0.6915,0.6887,,True
False,0.0,,,0.5574,0.2787,5.0,16393408.0,2.0,4.0,5.0,1.0,0.2,0.6814,0.69,,True
False,0.0,,0.1667,0.5173,0.2586,6.0,18738473.0,2.0,4.0,5.0,1.0,0.2,0.6498,0.6763,,True
False,0.0,,,0.5173,0.2586,7.0,18742680.0,2.0,4.0,5.0,1.0,0.2,0.65,0.6756,,True
False,0.0,,0.1667,0.2508,0.1254,8.0,49423753.0,2.0,5.0,5.0,1.0,0.2,0.3347,0.7533,,False
False,0.0,,0.1667,0.2079,0.104,9.0,64865931.0,2.0,5.0,5.0,1.0,0.2,0.7198,0.7421,,False
False,0.0,,0.4444,0.4606,0.2303,10.0,76282587.0,2.0,5.0,7.0,3.0,0.42857143,0.6121,0.7463,,False
False,0.0,0.3344,0.3619,0.3741,0.187,11.0,82424088.0,2.0,5.0,7.0,1.0,0.14285715,0.5452,0.7595,,False
False,0.0,0.3435,0.3435,0.355,0.1775,12.0,83624610.0,2.0,5.0,7.0,1.0,0.14285715,0.5496,0.7519,,False
False,0.0,0.0972,0.1785,0.1817,0.0909,13.0,110836725.0,2.0,5.0,7.0,1.0,0.14285715,0.4108,0.731,,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,120.0,120.0,1.0,0.7331,0.6394,,True
False,0.0,,0.062,0.9631,0.4816,1.0,866110.0,2.0,2.0,127.0,7.0,0.05511811,0.7432,0.6527,,False
False,0.0,0.8692,0.9267,0.9267,0.9267,2.0,1722114.0,1.0,2.0,114.0,13.0,0.114035085,0.755,0.6655,,True
False,0.0,,0.0086,0.6915,0.3458,3.0,8111049.0,2.0,3.0,114.0,1.0,0.00877193,0.8101,0.5358,,True
False,0.0,,,0.6617,0.3309,4.0,9052262.0,2.0,4.0,114.0,1.0,0.00877193,0.8108,0.5055,,True
False,0.0,,0.0086,0.4342,0.2171,5.0,18305984.0,2.0,4.0,114.0,1.0,0.00877193,0.78,0.5697,,False
False,0.0,0.0056,0.0086,0.2869,0.1434,6.0,27467659.0,2.0,4.0,114.0,1.0,0.00877193,0.8012,0.592,,True
False,0.0,,0.0645,0.2673,0.0891,7.0,33438773.0,3.0,5.0,121.0,7.0,0.05785124,0.7768,0.5503,,True
False,0.0,,0.0081,0.1823,0.0608,8.0,42244240.0,3.0,6.0,121.0,1.0,0.008264462,0.7226,0.6187,,True
False,0.0,,,0.1342,0.0447,9.0,48300011.0,3.0,7.0,120.0,1.0,0.008333334,0.6596,0.6588,,False
False,0.0,,0.1277,0.2443,0.0611,10.0,48455842.0,4.0,7.0,137.0,17.0,0.124087594,0.6694,0.665,,True
False,0.0,0.0835,0.0906,0.163,0.0543,11.0,57632594.0,3.0,7.0,137.0,1.0,0.00729927,0.6927,0.6911,,True
False,0.0,0.0733,0.0746,0.1334,0.0445,12.0,62195278.0,3.0,7.0,137.0,1.0,0.00729927,0.6532,0.6971,,False
False,0.0,0.0434,0.0464,0.0805,0.0268,13.0,73881239.0,3.0,7.0,137.0,1.0,0.00729927,0.6318,0.5913,,True
False,0.0,0.0344,0.0362,0.0614,0.0205,14.0,80356857.0,3.0,7.0,137.0,1.0,0.00729927,0.6307,0.6182,,False
False,0.0,0.0247,0.027,0.0443,0.0148,15.0,88558512.0,3.0,7.0,137.0,1.0,0.00729927,0.7858,0.5151,,False
